Azimut,Altitud_grados,Distancia_m,Cota_m
131.81500,4.82381,43.50,103.954
131.82000,4.82381,43.50,103.954
131.82500,4.82381,43.50,103.954
131.83000,4.82381,43.50,103.954
131.83500,4.82381,43.50,103.954
131.84000,4.82381,43.50,103.954
131.84500,4.82381,43.50,103.954
131.85000,4.82381,43.50,103.954
131.85500,4.82381,43.50,103.954
131.86000,4.82381,43.50,103.954
131.86500,4.82381,43.50,103.954
131.87000,4.82381,43.50,103.954
131.87500,4.82381,43.50,103.954
131.88000,4.82381,43.50,103.954
131.88500,4.82381,43.50,103.954
131.89000,4.82381,43.50,103.954
131.89500,4.82381,43.50,103.954
131.90000,4.82381,43.50,103.954
131.90500,4.82381,43.50,103.954
131.91000,4.82381,43.50,103.954
131.91500,4.82381,43.50,103.954
131.92000,4.82381,43.50,103.954
131.92500,4.82381,43.50,103.954
131.93000,4.83488,43.40,103.954
131.93500,4.83488,43.40,103.954
131.94000,4.83488,43.40,103.954
131.94500,4.83488,43.40,103.954
131.95000,4.83488,43.40,103.954
131.95500,4.83488,43.40,103.954
131.96000,4.83488,43.40,103.954
131.96500,4.83488,43.40,103.954
131.97000,4.83488,43.40,103.954
131.97500,4.83488,43.40,103.954
131.98000,4.83488,43.40,103.954
131.98500,4.83488,43.40,103.954
131.99000,4.83488,43.40,103.954
131.99500,4.83488,43.40,103.954
132.00000,4.83488,43.40,103.954
132.00500,4.83488,43.40,103.954
132.01000,4.83488,43.40,103.954
132.01500,4.83488,43.40,103.954
132.02000,4.83488,43.40,103.954
132.02500,4.83488,43.40,103.954
132.03000,4.83488,43.40,103.954
132.03500,4.83488,43.40,103.954
132.04000,4.83488,43.40,103.954
132.04500,4.83488,43.40,103.954
132.05000,4.84599,43.30,103.954
132.05500,4.84599,43.30,103.954
132.06000,4.84599,43.30,103.954
132.06500,4.84599,43.30,103.954
132.07000,4.84599,43.30,103.954
132.07500,4.84599,43.30,103.954
132.08000,4.84599,43.30,103.954
132.08500,4.84599,43.30,103.954
132.09000,4.84599,43.30,103.954
132.09500,4.84599,43.30,103.954
132.10000,4.84599,43.30,103.954
132.10500,4.84599,43.30,103.954
132.11000,4.84599,43.30,103.954
132.11500,4.84599,43.30,103.954
132.12000,4.84599,43.30,103.954
132.12500,4.84599,43.30,103.954
132.13000,4.87208,41.80,103.846
132.13500,4.87208,41.80,103.846
132.14000,4.87208,41.80,103.846
132.14500,4.87208,41.80,103.846
132.15000,4.87208,41.80,103.846
132.15500,4.87208,41.80,103.846
132.16000,4.87208,41.80,103.846
132.16500,4.87208,41.80,103.846
132.17000,4.87208,41.80,103.846
132.17500,4.87208,41.80,103.846
132.18000,4.87208,41.80,103.846
132.18500,4.88370,41.70,103.846
132.19000,4.88370,41.70,103.846
132.19500,4.88370,41.70,103.846
132.20000,4.88370,41.70,103.846
132.20500,4.88370,41.70,103.846
132.21000,4.88612,43.20,103.976
132.21500,4.88612,43.20,103.976
132.22000,4.88612,43.20,103.976
132.22500,4.88612,43.20,103.976
132.23000,4.88612,43.20,103.976
132.23500,4.88612,43.20,103.976
132.24000,4.88612,43.20,103.976
132.24500,4.88612,43.20,103.976
132.25000,4.88612,43.20,103.976
132.25500,4.88612,43.20,103.976
132.26000,4.88612,43.20,103.976
132.26500,4.88612,43.20,103.976
132.27000,4.88612,43.20,103.976
132.27500,4.88612,43.20,103.976
132.28000,4.88612,43.20,103.976
132.28500,4.88612,43.20,103.976
132.29000,4.89740,43.10,103.976
132.29500,4.89740,43.10,103.976
132.30000,4.89740,43.10,103.976
132.30500,4.89740,43.10,103.976
132.31000,4.89740,43.10,103.976
132.31500,4.89740,43.10,103.976
132.32000,4.89740,43.10,103.976
132.32500,4.89740,43.10,103.976
132.33000,4.89740,43.10,103.976
132.33500,4.89740,43.10,103.976
132.34000,4.89740,43.10,103.976
132.34500,4.89740,43.10,103.976
132.35000,4.89740,43.10,103.976
132.35500,4.89740,43.10,103.976
132.36000,4.89740,43.10,103.976
132.36500,4.89740,43.10,103.976
132.37000,4.89740,43.10,103.976
132.37500,4.89740,43.10,103.976
132.38000,4.89740,43.10,103.976
132.38500,4.89740,43.10,103.976
132.39000,4.89740,43.10,103.976
132.39500,4.89740,43.10,103.976
132.40000,4.89740,43.10,103.976
132.40500,4.89740,43.10,103.976
132.41000,4.90873,43.00,103.976
132.41500,4.90873,43.00,103.976
132.42000,4.90873,43.00,103.976
132.42500,4.90873,43.00,103.976
132.43000,4.90873,43.00,103.976
132.43500,4.90873,43.00,103.976
132.44000,4.90873,43.00,103.976
132.44500,4.90873,43.00,103.976
132.45000,4.90873,43.00,103.976
132.45500,4.90873,43.00,103.976
132.46000,4.90873,43.00,103.976
132.46500,4.90873,43.00,103.976
132.47000,4.90873,43.00,103.976
132.47500,4.90873,43.00,103.976
132.48000,4.90873,43.00,103.976
132.48500,4.90873,43.00,103.976
132.49000,4.90873,43.00,103.976
132.49500,4.90873,43.00,103.976
132.50000,4.90873,43.00,103.976
132.50500,4.90873,43.00,103.976
132.51000,4.90873,43.00,103.976
132.51500,4.90873,43.00,103.976
132.52000,4.90873,43.00,103.976
132.52500,4.90873,43.00,103.976
132.53000,4.90873,43.00,103.976
132.53500,4.92012,42.90,103.976
132.54000,4.92012,42.90,103.976
132.54500,4.92012,42.90,103.976
132.55000,4.92012,42.90,103.976
132.55500,4.92012,42.90,103.976
132.56000,4.92012,42.90,103.976
132.56500,4.92012,42.90,103.976
132.57000,4.92012,42.90,103.976
132.57500,4.92012,42.90,103.976
132.58000,4.92012,42.90,103.976
132.58500,4.92012,42.90,103.976
132.59000,4.92012,42.90,103.976
132.59500,4.92012,42.90,103.976
132.60000,4.92012,42.90,103.976
132.60500,4.92012,42.90,103.976
132.61000,4.92012,42.90,103.976
132.61500,4.92012,42.90,103.976
132.62000,4.92012,42.90,103.976
132.62500,4.92012,42.90,103.976
132.63000,4.92012,42.90,103.976
132.63500,4.92012,42.90,103.976
132.64000,4.92012,42.90,103.976
132.64500,4.92012,42.90,103.976
132.65000,4.92012,42.90,103.976
132.65500,4.92012,42.90,103.976
132.66000,4.92012,42.90,103.976
132.66500,4.92012,42.90,103.976
132.67000,4.92012,42.90,103.976
132.67500,4.92012,42.90,103.976
132.68000,4.92012,42.90,103.976
132.68500,4.93077,41.30,103.846
132.69000,4.93077,41.30,103.846
132.69500,4.93077,41.30,103.846
132.70000,4.93077,41.30,103.846
132.70500,4.93077,41.30,103.846
132.71000,4.93077,41.30,103.846
132.71500,4.93077,41.30,103.846
132.72000,4.93077,41.30,103.846
132.72500,4.93077,41.30,103.846
132.73000,4.93077,41.30,103.846
132.73500,4.93077,41.30,103.846
132.74000,4.93077,41.30,103.846
132.74500,4.93077,41.30,103.846
132.75000,4.93077,41.30,103.846
132.75500,4.93077,41.30,103.846
132.76000,4.93077,41.30,103.846
132.76500,4.93077,41.30,103.846
132.77000,4.93077,41.30,103.846
132.77500,4.93077,41.30,103.846
132.78000,4.93077,41.30,103.846
132.78500,4.93077,41.30,103.846
132.79000,4.93077,41.30,103.846
132.79500,4.93077,41.30,103.846
132.80000,4.93077,41.30,103.846
132.80500,4.93077,41.30,103.846
132.81000,4.93077,41.30,103.846
132.81500,4.94268,41.20,103.846
132.82000,4.94268,41.20,103.846
132.82500,4.94268,41.20,103.846
132.83000,4.94268,41.20,103.846
132.83500,4.94268,41.20,103.846
132.84000,4.94268,41.20,103.846
132.84500,4.94268,41.20,103.846
132.85000,4.94268,41.20,103.846
132.85500,4.94268,41.20,103.846
132.86000,4.94268,41.20,103.846
132.86500,4.94268,41.20,103.846
132.87000,4.94268,41.20,103.846
132.87500,4.94268,41.20,103.846
132.88000,4.94268,41.20,103.846
132.88500,4.94268,41.20,103.846
132.89000,4.94268,41.20,103.846
132.89500,4.94268,41.20,103.846
132.90000,4.94268,41.20,103.846
132.90500,4.94268,41.20,103.846
132.91000,4.94268,41.20,103.846
132.91500,4.94268,41.20,103.846
132.92000,4.94268,41.20,103.846
132.92500,4.94268,41.20,103.846
132.93000,4.94268,41.20,103.846
132.93500,4.94268,41.20,103.846
132.94000,4.94268,41.20,103.846
132.94500,4.95465,41.10,103.846
132.95000,4.95465,41.10,103.846
132.95500,4.95465,41.10,103.846
132.96000,4.95465,41.10,103.846
132.96500,4.95465,41.10,103.846
132.97000,4.95465,41.10,103.846
132.97500,4.95465,41.10,103.846
132.98000,4.95465,41.10,103.846
132.98500,4.95465,41.10,103.846
132.99000,4.95465,41.10,103.846
132.99500,4.95465,41.10,103.846
133.00000,4.95465,41.10,103.846
133.00500,4.95465,41.10,103.846
133.01000,4.95465,41.10,103.846
133.01500,4.95465,41.10,103.846
133.02000,4.95465,41.10,103.846
133.02500,4.95465,41.10,103.846
133.03000,4.95465,41.10,103.846
133.03500,4.95465,41.10,103.846
133.04000,4.95465,41.10,103.846
133.04500,4.95465,41.10,103.846
133.05000,4.95465,41.10,103.846
133.05500,4.95465,41.10,103.846
133.06000,4.95465,41.10,103.846
133.06500,4.95465,41.10,103.846
133.07000,4.95465,41.10,103.846
133.07500,4.95465,41.10,103.846
133.08000,4.95465,41.10,103.846
133.08500,4.95465,41.10,103.846
133.09000,4.95465,41.10,103.846
133.09500,4.95465,41.10,103.846
133.10000,4.95465,41.10,103.846
133.10500,4.95465,41.10,103.846
133.11000,4.95465,41.10,103.846
133.11500,4.95465,41.10,103.846
133.12000,4.94268,41.20,103.846
133.12500,4.94268,41.20,103.846
133.13000,4.94268,41.20,103.846
133.13500,4.94268,41.20,103.846
133.14000,4.94268,41.20,103.846
133.14500,4.94268,41.20,103.846
133.15000,4.94268,41.20,103.846
133.15500,4.94268,41.20,103.846
133.16000,4.94268,41.20,103.846
133.16500,4.94268,41.20,103.846
133.17000,4.94268,41.20,103.846
133.17500,4.94268,41.20,103.846
133.18000,4.94268,41.20,103.846
133.18500,4.94268,41.20,103.846
133.19000,4.94268,41.20,103.846
133.19500,4.94268,41.20,103.846
133.20000,4.94268,41.20,103.846
133.20500,4.94268,41.20,103.846
133.21000,4.94268,41.20,103.846
133.21500,4.94268,41.20,103.846
133.22000,4.94268,41.20,103.846
133.22500,4.94268,41.20,103.846
133.23000,4.94268,41.20,103.846
133.23500,4.94268,41.20,103.846
133.24000,4.94268,41.20,103.846
133.24500,4.94268,41.20,103.846
133.25000,4.94268,41.20,103.846
133.25500,4.94268,41.20,103.846
133.26000,4.94268,41.20,103.846
133.26500,4.94268,41.20,103.846
133.27000,4.93077,41.30,103.846
133.27500,4.93077,41.30,103.846
133.28000,4.93077,41.30,103.846
133.28500,4.93077,41.30,103.846
133.29000,4.93077,41.30,103.846
133.29500,4.93077,41.30,103.846
133.30000,4.93077,41.30,103.846
133.30500,4.93077,41.30,103.846
133.31000,4.93077,41.30,103.846
133.31500,4.93077,41.30,103.846
133.32000,4.93077,41.30,103.846
133.32500,4.93077,41.30,103.846
133.33000,4.93077,41.30,103.846
133.33500,4.93077,41.30,103.846
133.34000,4.93077,41.30,103.846
133.34500,4.93077,41.30,103.846
133.35000,4.93077,41.30,103.846
133.35500,4.93077,41.30,103.846
133.36000,4.93077,41.30,103.846
133.36500,4.93077,41.30,103.846
133.37000,4.93077,41.30,103.846
133.37500,4.93077,41.30,103.846
133.38000,4.93077,41.30,103.846
133.38500,4.93077,41.30,103.846
133.39000,4.93077,41.30,103.846
133.39500,4.93077,41.30,103.846
133.40000,4.93077,41.30,103.846
133.40500,4.93077,41.30,103.846
133.41000,4.93077,41.30,103.846
133.41500,4.93077,41.30,103.846
133.42000,4.91892,41.40,103.846
133.42500,4.91892,41.40,103.846
133.43000,4.91892,41.40,103.846
133.43500,4.91892,41.40,103.846
133.44000,4.91892,41.40,103.846
133.44500,4.92012,42.90,103.976
133.45000,4.92012,42.90,103.976
133.45500,4.92012,42.90,103.976
133.46000,4.92012,42.90,103.976
133.46500,4.92012,42.90,103.976
133.47000,4.92012,42.90,103.976
133.47500,4.92012,42.90,103.976
133.48000,4.92012,42.90,103.976
133.48500,4.92012,42.90,103.976
133.49000,4.92012,42.90,103.976
133.49500,4.92012,42.90,103.976
133.50000,4.92012,42.90,103.976
133.50500,4.92012,42.90,103.976
133.51000,4.92012,42.90,103.976
133.51500,4.92012,42.90,103.976
133.52000,4.92012,42.90,103.976
133.52500,4.92012,42.90,103.976
133.53000,4.92012,42.90,103.976
133.53500,4.92012,42.90,103.976
133.54000,4.92012,42.90,103.976
133.54500,4.92012,42.90,103.976
133.55000,4.92012,42.90,103.976
133.55500,4.92012,42.90,103.976
133.56000,4.92012,42.90,103.976
133.56500,4.92012,42.90,103.976
133.57000,4.92012,42.90,103.976
133.57500,4.93156,42.80,103.976
133.58000,4.93156,42.80,103.976
133.58500,4.93156,42.80,103.976
133.59000,4.92012,42.90,103.976
133.59500,4.92012,42.90,103.976
133.60000,4.92012,42.90,103.976
133.60500,4.92012,42.90,103.976
133.61000,4.92012,42.90,103.976
133.61500,4.92012,42.90,103.976
133.62000,4.92012,42.90,103.976
133.62500,4.92012,42.90,103.976
133.63000,4.92012,42.90,103.976
133.63500,4.92012,42.90,103.976
133.64000,4.92012,42.90,103.976
133.64500,4.92012,42.90,103.976
133.65000,4.92012,42.90,103.976
133.65500,4.92012,42.90,103.976
133.66000,4.92012,42.90,103.976
133.66500,4.92012,42.90,103.976
133.67000,4.92012,42.90,103.976
133.67500,4.92012,42.90,103.976
133.68000,4.92012,42.90,103.976
133.68500,4.92012,42.90,103.976
133.69000,4.92012,42.90,103.976
133.69500,4.92012,42.90,103.976
133.70000,4.92012,42.90,103.976
133.70500,4.92012,42.90,103.976
133.71000,4.92012,42.90,103.976
133.71500,4.92012,42.90,103.976
133.72000,4.92012,42.90,103.976
133.72500,4.92012,42.90,103.976
133.73000,4.90873,43.00,103.976
133.73500,4.90873,43.00,103.976
133.74000,4.90873,43.00,103.976
133.74500,4.90873,43.00,103.976
133.75000,4.90873,43.00,103.976
133.75500,4.90873,43.00,103.976
133.76000,4.90873,43.00,103.976
133.76500,4.90873,43.00,103.976
133.77000,4.90873,43.00,103.976
133.77500,4.90873,43.00,103.976
133.78000,4.90873,43.00,103.976
133.78500,4.90873,43.00,103.976
133.79000,4.90873,43.00,103.976
133.79500,4.90873,43.00,103.976
133.80000,4.90873,43.00,103.976
133.80500,4.90873,43.00,103.976
133.81000,4.90873,43.00,103.976
133.81500,4.90873,43.00,103.976
133.82000,4.90873,43.00,103.976
133.82500,4.90873,43.00,103.976
133.83000,4.90873,43.00,103.976
133.83500,4.90873,43.00,103.976
133.84000,4.90873,43.00,103.976
133.84500,4.90873,43.00,103.976
133.85000,4.90873,43.00,103.976
133.85500,4.90873,43.00,103.976
133.86000,4.90873,43.00,103.976
133.86500,4.90873,43.00,103.976
133.87000,4.89740,43.10,103.976
133.87500,4.89740,43.10,103.976
133.88000,4.89740,43.10,103.976
133.88500,4.89740,43.10,103.976
133.89000,4.89740,43.10,103.976
133.89500,4.89740,43.10,103.976
133.90000,4.89740,43.10,103.976
133.90500,4.89740,43.10,103.976
133.91000,4.89740,43.10,103.976
133.91500,4.89740,43.10,103.976
133.92000,4.89740,43.10,103.976
133.92500,4.89740,43.10,103.976
133.93000,4.89740,43.10,103.976
133.93500,4.89740,43.10,103.976
133.94000,4.89740,43.10,103.976
133.94500,4.89740,43.10,103.976
133.95000,4.89740,43.10,103.976
133.95500,4.89740,43.10,103.976
133.96000,4.89740,43.10,103.976
133.96500,4.89740,43.10,103.976
133.97000,4.89740,43.10,103.976
133.97500,4.89740,43.10,103.976
133.98000,4.89740,43.10,103.976
133.98500,4.89740,43.10,103.976
133.99000,4.89740,43.10,103.976
133.99500,4.89740,43.10,103.976
134.00000,4.89740,43.10,103.976
134.00500,4.89740,43.10,103.976
134.01000,4.88612,43.20,103.976
134.01500,4.88612,43.20,103.976
134.02000,4.88612,43.20,103.976
134.02500,4.88612,43.20,103.976
134.03000,4.88612,43.20,103.976
134.03500,4.88612,43.20,103.976
134.04000,4.88612,43.20,103.976
134.04500,4.88612,43.20,103.976
134.05000,4.88612,43.20,103.976
134.05500,4.88612,43.20,103.976
134.06000,4.88612,43.20,103.976
134.06500,4.88612,43.20,103.976
134.07000,4.88612,43.20,103.976
134.07500,4.88612,43.20,103.976
134.08000,4.88612,43.20,103.976
134.08500,4.88612,43.20,103.976
134.09000,4.88612,43.20,103.976
134.09500,4.88612,43.20,103.976
134.10000,4.88612,43.20,103.976
134.10500,4.88612,43.20,103.976
134.11000,4.88612,43.20,103.976
134.11500,4.88612,43.20,103.976
134.12000,4.88612,43.20,103.976
134.12500,4.88612,43.20,103.976
134.13000,4.88612,43.20,103.976
134.13500,4.88612,43.20,103.976
134.14000,4.88612,43.20,103.976
134.14500,4.87489,43.30,103.976
134.15000,4.87489,43.30,103.976
134.15500,4.87489,43.30,103.976
134.16000,4.87489,43.30,103.976
134.16500,4.87489,43.30,103.976
134.17000,4.87489,43.30,103.976
134.17500,4.87489,43.30,103.976
134.18000,4.87489,43.30,103.976
134.18500,4.87489,43.30,103.976
134.19000,4.87489,43.30,103.976
134.19500,4.87489,43.30,103.976
134.20000,4.87489,43.30,103.976
134.20500,4.87489,43.30,103.976
134.21000,4.87489,43.30,103.976
134.21500,4.87489,43.30,103.976
134.22000,4.87489,43.30,103.976
134.22500,4.87489,43.30,103.976
134.23000,4.87489,43.30,103.976
134.23500,4.87489,43.30,103.976
134.24000,4.87489,43.30,103.976
134.24500,4.87489,43.30,103.976
134.25000,4.87489,43.30,103.976
134.25500,4.87489,43.30,103.976
134.26000,4.87489,43.30,103.976
134.26500,4.87489,43.30,103.976
134.27000,4.87489,43.30,103.976
134.27500,4.87489,43.30,103.976
134.28000,4.87489,43.30,103.976
134.28500,4.86371,43.40,103.976
134.29000,4.86371,43.40,103.976
134.29500,4.86371,43.40,103.976
134.30000,4.86371,43.40,103.976
134.30500,4.86371,43.40,103.976
134.31000,4.86371,43.40,103.976
134.31500,4.86371,43.40,103.976
134.32000,4.86371,43.40,103.976
134.32500,4.86371,43.40,103.976
134.33000,4.86371,43.40,103.976
134.33500,4.86371,43.40,103.976
134.34000,4.86371,43.40,103.976
134.34500,4.86371,43.40,103.976
134.35000,4.86371,43.40,103.976
134.35500,4.86371,43.40,103.976
134.36000,4.86371,43.40,103.976
134.36500,4.86371,43.40,103.976
134.37000,4.86371,43.40,103.976
134.37500,4.86371,43.40,103.976
134.38000,4.86371,43.40,103.976
134.38500,4.86371,43.40,103.976
134.39000,4.86371,43.40,103.976
134.39500,4.86371,43.40,103.976
134.40000,4.86371,43.40,103.976
134.40500,4.86371,43.40,103.976
134.41000,4.86371,43.40,103.976
134.41500,4.86371,43.40,103.976
134.42000,4.85258,43.50,103.976
134.42500,4.85258,43.50,103.976
134.43000,4.85258,43.50,103.976
134.43500,4.85258,43.50,103.976
134.44000,4.85258,43.50,103.976
134.44500,4.85258,43.50,103.976
134.45000,4.85258,43.50,103.976
134.45500,4.85258,43.50,103.976
134.46000,4.85258,43.50,103.976
134.46500,4.85258,43.50,103.976
134.47000,4.85258,43.50,103.976
134.47500,4.85258,43.50,103.976
134.48000,4.85258,43.50,103.976
134.48500,4.85258,43.50,103.976
134.49000,4.85258,43.50,103.976
134.49500,4.85258,43.50,103.976
134.50000,4.85258,43.50,103.976
134.50500,4.85258,43.50,103.976
134.51000,4.85258,43.50,103.976
134.51500,4.85258,43.50,103.976
134.52000,4.82120,43.50,103.952
134.52500,4.82120,43.50,103.952
134.53000,4.82120,43.50,103.952
134.53500,4.82120,43.50,103.952
134.54000,4.82120,43.50,103.952
134.54500,4.82120,43.50,103.952
134.55000,4.81019,43.60,103.952
134.55500,4.81019,43.60,103.952
134.56000,4.81019,43.60,103.952
134.56500,4.81019,43.60,103.952
134.57000,4.81019,43.60,103.952
134.57500,4.81019,43.60,103.952
134.58000,4.81019,43.60,103.952
134.58500,4.81019,43.60,103.952
134.59000,4.81019,43.60,103.952
134.59500,4.81019,43.60,103.952
134.60000,4.81019,43.60,103.952
134.60500,4.81019,43.60,103.952
134.61000,4.81019,43.60,103.952
134.61500,4.81019,43.60,103.952
134.62000,4.81019,43.60,103.952
134.62500,4.81019,43.60,103.952
134.63000,4.81019,43.60,103.952
134.63500,4.81019,43.60,103.952
134.64000,4.81019,43.60,103.952
134.64500,4.81019,43.60,103.952
134.65000,4.81019,43.60,103.952
134.65500,4.81019,43.60,103.952
134.66000,4.81019,43.60,103.952
134.66500,4.81019,43.60,103.952
134.67000,4.81019,43.60,103.952
134.67500,4.81019,43.60,103.952
134.68000,4.81019,43.60,103.952
134.68500,4.79924,43.70,103.952
134.69000,4.79924,43.70,103.952
134.69500,4.79924,43.70,103.952
134.70000,4.79924,43.70,103.952
134.70500,4.79924,43.70,103.952
134.71000,4.79924,43.70,103.952
134.71500,4.79924,43.70,103.952
134.72000,4.79924,43.70,103.952
134.72500,4.79924,43.70,103.952
134.73000,4.79924,43.70,103.952
134.73500,4.79924,43.70,103.952
134.74000,4.79924,43.70,103.952
134.74500,4.79924,43.70,103.952
134.75000,4.79924,43.70,103.952
134.75500,4.79924,43.70,103.952
134.76000,4.79924,43.70,103.952
134.76500,4.79924,43.70,103.952
134.77000,4.79924,43.70,103.952
134.77500,4.79924,43.70,103.952
134.78000,4.79924,43.70,103.952
134.78500,4.79924,43.70,103.952
134.79000,4.79924,43.70,103.952
134.79500,4.79924,43.70,103.952
134.80000,4.79924,43.70,103.952
134.80500,4.79924,43.70,103.952
134.81000,4.79924,43.70,103.952
134.81500,4.79924,43.70,103.952
134.82000,4.78833,43.80,103.952
134.82500,4.78833,43.80,103.952
134.83000,4.78833,43.80,103.952
134.83500,4.78833,43.80,103.952
134.84000,4.78833,43.80,103.952
134.84500,4.78833,43.80,103.952
134.85000,4.78833,43.80,103.952
134.85500,4.78833,43.80,103.952
134.86000,4.78833,43.80,103.952
134.86500,4.78833,43.80,103.952
134.87000,4.78833,43.80,103.952
134.87500,4.78833,43.80,103.952
134.88000,4.78833,43.80,103.952
134.88500,4.78833,43.80,103.952
134.89000,4.78833,43.80,103.952
134.89500,4.78833,43.80,103.952
134.90000,4.78833,43.80,103.952
134.90500,4.78833,43.80,103.952
134.91000,4.78833,43.80,103.952
134.91500,4.78833,43.80,103.952
134.92000,4.78833,43.80,103.952
134.92500,4.78833,43.80,103.952
134.93000,4.78833,43.80,103.952
134.93500,4.78833,43.80,103.952
134.94000,4.78833,43.80,103.952
134.94500,4.78833,43.80,103.952
134.95000,4.72696,42.40,103.789
134.95500,4.72696,42.40,103.789
134.96000,4.72696,42.40,103.789
134.96500,4.51167,43.90,103.747
134.97000,4.51167,43.90,103.747
134.97500,4.51167,43.90,103.747
134.98000,4.51167,43.90,103.747
134.98500,4.51167,43.90,103.747
134.99000,4.51167,43.90,103.747
134.99500,4.51167,43.90,103.747
135.00000,4.51167,43.90,103.747
135.00500,4.51167,43.90,103.747
135.01000,4.51167,43.90,103.747
135.01500,4.51167,43.90,103.747
135.02000,4.51167,43.90,103.747
135.02500,5.20855,31.10,103.118
135.03000,5.20855,31.10,103.118
135.03500,5.20855,31.10,103.118
135.04000,5.20855,31.10,103.118
135.04500,5.20855,31.10,103.118
135.05000,5.20855,31.10,103.118
135.05500,5.20855,31.10,103.118
135.06000,5.20855,31.10,103.118
135.06500,5.20855,31.10,103.118
135.07000,5.20855,31.10,103.118
135.07500,5.20855,31.10,103.118
135.08000,5.20855,31.10,103.118
135.08500,5.20855,31.10,103.118
135.09000,5.20855,31.10,103.118
135.09500,5.20855,31.10,103.118
135.10000,5.20855,31.10,103.118
135.10500,5.20855,31.10,103.118
135.11000,5.20855,31.10,103.118
135.11500,5.20855,31.10,103.118
135.12000,5.20855,31.10,103.118
135.12500,5.20855,31.10,103.118
135.13000,5.20855,31.10,103.118
135.13500,5.20855,31.10,103.118
135.14000,5.20855,31.10,103.118
135.14500,5.20855,31.10,103.118
135.15000,5.20855,31.10,103.118
135.15500,5.20855,31.10,103.118
135.16000,5.20855,31.10,103.118
135.16500,5.20855,31.10,103.118
135.17000,5.20855,31.10,103.118
135.17500,5.20855,31.10,103.118
135.18000,5.20855,31.10,103.118
135.18500,5.20855,31.10,103.118
135.19000,5.20855,31.10,103.118
135.19500,5.20855,31.10,103.118
135.20000,5.20855,31.10,103.118
135.20500,5.20855,31.10,103.118
135.21000,5.22526,31.00,103.118
135.21500,5.22526,31.00,103.118
135.22000,5.22526,31.00,103.118
135.22500,5.22526,31.00,103.118
135.23000,5.22526,31.00,103.118
135.23500,5.22526,31.00,103.118
135.24000,5.22526,31.00,103.118
135.24500,5.22526,31.00,103.118
135.25000,5.22526,31.00,103.118
135.25500,5.22526,31.00,103.118
135.26000,5.22526,31.00,103.118
135.26500,5.22526,31.00,103.118
135.27000,5.22526,31.00,103.118
135.27500,5.22526,31.00,103.118
135.28000,5.22526,31.00,103.118
135.28500,5.22526,31.00,103.118
135.29000,5.22526,31.00,103.118
135.29500,5.22526,31.00,103.118
135.30000,5.22526,31.00,103.118
135.30500,5.22526,31.00,103.118
135.31000,5.22526,31.00,103.118
135.31500,5.22526,31.00,103.118
135.32000,5.22526,31.00,103.118
135.32500,5.22526,31.00,103.118
135.33000,5.22526,31.00,103.118
135.33500,5.22526,31.00,103.118
135.34000,5.22526,31.00,103.118
135.34500,5.22526,31.00,103.118
135.35000,5.22526,31.00,103.118
135.35500,5.22526,31.00,103.118
135.36000,5.22526,31.00,103.118
135.36500,5.22526,31.00,103.118
135.37000,5.22526,31.00,103.118
135.37500,5.22526,31.00,103.118
135.38000,5.22526,31.00,103.118
135.38500,5.22526,31.00,103.118
135.39000,5.22526,31.00,103.118
135.39500,5.22526,31.00,103.118
135.40000,5.24207,30.90,103.118
135.40500,5.24207,30.90,103.118
135.41000,5.24207,30.90,103.118
135.41500,5.24207,30.90,103.118
135.42000,5.24207,30.90,103.118
135.42500,5.24207,30.90,103.118
135.43000,5.24207,30.90,103.118
135.43500,5.24207,30.90,103.118
135.44000,5.24207,30.90,103.118
135.44500,5.24207,30.90,103.118
135.45000,5.24207,30.90,103.118
135.45500,5.24207,30.90,103.118
135.46000,5.24207,30.90,103.118
135.46500,5.24207,30.90,103.118
135.47000,5.24207,30.90,103.118
135.47500,5.24207,30.90,103.118
135.48000,5.24207,30.90,103.118
135.48500,5.24207,30.90,103.118
135.49000,5.24207,30.90,103.118
135.49500,5.24207,30.90,103.118
135.50000,5.24207,30.90,103.118
135.50500,5.24207,30.90,103.118
135.51000,5.24207,30.90,103.118
135.51500,5.24207,30.90,103.118
135.52000,5.24207,30.90,103.118
135.52500,5.24207,30.90,103.118
135.53000,5.24207,30.90,103.118
135.53500,5.24207,30.90,103.118
135.54000,5.24207,30.90,103.118
135.54500,5.24207,30.90,103.118
135.55000,5.24207,30.90,103.118
135.55500,5.24207,30.90,103.118
135.56000,5.24207,30.90,103.118
135.56500,5.24207,30.90,103.118
135.57000,5.24207,30.90,103.118
135.57500,5.24207,30.90,103.118
135.58000,5.24207,30.90,103.118
135.58500,5.25900,30.80,103.118
135.59000,5.25900,30.80,103.118
135.59500,5.25900,30.80,103.118
135.60000,5.25900,30.80,103.118
135.60500,5.25900,30.80,103.118
135.61000,5.25900,30.80,103.118
135.61500,5.25900,30.80,103.118
135.62000,5.25900,30.80,103.118
135.62500,5.25900,30.80,103.118
135.63000,5.25900,30.80,103.118
135.63500,5.25900,30.80,103.118
135.64000,5.25900,30.80,103.118
135.64500,5.25900,30.80,103.118
135.65000,5.25900,30.80,103.118
135.65500,5.25900,30.80,103.118
135.66000,5.25900,30.80,103.118
135.66500,5.25900,30.80,103.118
135.67000,5.25900,30.80,103.118
135.67500,5.25900,30.80,103.118
135.68000,5.25900,30.80,103.118
135.68500,5.25900,30.80,103.118
135.69000,5.25900,30.80,103.118
